#				2		3			4		5			6		7			8		9			10		11			12
#
#				Cppcheck			Ldra				Monoidics			Parasoft        	Redlizard
#				Under	Over		Under	Over		Under	Over		Under	 Over		Under	Over		First
Precisão		0		0			0		0		 	1		0			1		1			0		0.10526 	1
Recall			0		0			0		0		 	0.05714	0			0.25	0.30272		0		0.02721 	2
"Discrim Rate"	0		0			0		0		 	0.05714	0			0.25	0.30272		0		0.01361 	3
F-Score			0		0			0		0			0.10811	0			0.4		0.46475		0		0.04324 	4

