#				2		3			4		5			6		7			8		9			10		11			12
#
#				Cppcheck			Ldra				Monoidics			Parasoft        	Redlizard
#				Leitura	Escrita		Leitura	Escrita		Leitura	Escrita		Leitura	Escrita		Leitura	Escrita		First
Precisão		0		0			0		0		 	1		1			1		1			0.10526	0			1
Recall			0		0			0		0		 	0.03571	0.05714		0.30102	0.2			0.0102	0			2
"Discrim Rate"	0		0			0		0		 	0.03571	0.05714		0.30102	0.2			0.0051	0			3
F-Score			0		0			0		0			0.06897	0.10811		0.46275	0.33333		0.0186	0			4

